Unnamed: 0,MSN,StateCode,Year,Amount,State,CO2 Emissions (Mmt),TotalNumberofInvestments,TotalAmountofAssistance
6609,HYTCB,LA,2019,12161.0,Louisiana,194.892651990033,67.0,250695185.0
6610,NCPRB,LA,2019,16254.0,Louisiana,194.892651990033,67.0,250695185.0
6611,NGMPB,LA,2019,3330380.0,Louisiana,194.892651990033,67.0,250695185.0
6612,NGMPK,LA,2019,1.037,Louisiana,194.892651990033,67.0,250695185.0
6613,NGMPP,LA,2019,3212318.0,Louisiana,194.892651990033,67.0,250695185.0
6614,NUETB,LA,2019,145993.0,Louisiana,194.892651990033,67.0,250695185.0
6615,PAPRB,LA,2019,261527.0,Louisiana,194.892651990033,67.0,250695185.0
6616,PAPRP,LA,2019,45898.0,Louisiana,194.892651990033,67.0,250695185.0
6617,REPRB,LA,2019,133669.0,Louisiana,194.892651990033,67.0,250695185.0
6618,SOTCB,LA,2019,2251.0,Louisiana,194.892651990033,67.0,250695185.0
6619,TEPRB,LA,2019,3892819.0,Louisiana,194.892651990033,67.0,250695185.0
6620,TETCB,LA,2019,4282045.0,Louisiana,194.892651990033,67.0,250695185.0
6621,WDEXB,LA,2019,6692.0,Louisiana,194.892651990033,67.0,250695185.0
6622,WDPRB,LA,2019,102895.0,Louisiana,194.892651990033,67.0,250695185.0
6623,WDTCB,LA,2019,96203.0,Louisiana,194.892651990033,67.0,250695185.0
6624,WSTCB,LA,2019,14520.0,Louisiana,194.892651990033,67.0,250695185.0
6625,WWPRB,LA,2019,117414.0,Louisiana,194.892651990033,67.0,250695185.0
6626,WYTCB,LA,2019,0.0,Louisiana,194.892651990033,67.0,250695185.0
6627,BDFDB,MA,2019,94.0,Massachusetts,63.32557454413769,30.0,1860604.0
6628,BDPRP,MA,2019,17.0,Massachusetts,63.32557454413769,30.0,1860604.0
6629,BFFDB,MA,2019,94.0,Massachusetts,63.32557454413769,30.0,1860604.0
6630,BFPRP,MA,2019,17.0,Massachusetts,63.32557454413769,30.0,1860604.0
6631,CLPRB,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6632,CLPRK,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6633,CLPRP,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6634,COPRK,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6635,EMFDB,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6636,ENPRP,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6637,GETCB,MA,2019,859.0,Massachusetts,63.32557454413769,30.0,1860604.0
6638,HYTCB,MA,2019,8687.0,Massachusetts,63.32557454413769,30.0,1860604.0
6639,NCPRB,MA,2019,40935.0,Massachusetts,63.32557454413769,30.0,1860604.0
6640,NGMPB,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6641,NGMPK,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6642,NGMPP,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6643,NUETB,MA,2019,22734.0,Massachusetts,63.32557454413769,30.0,1860604.0
6644,PAPRB,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6645,PAPRP,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6646,REPRB,MA,2019,74190.0,Massachusetts,63.32557454413769,30.0,1860604.0
6647,SOTCB,MA,2019,29511.0,Massachusetts,63.32557454413769,30.0,1860604.0
6648,TEPRB,MA,2019,96924.0,Massachusetts,63.32557454413769,30.0,1860604.0
6649,TETCB,MA,2019,1464995.0,Massachusetts,63.32557454413769,30.0,1860604.0
6650,WDEXB,MA,2019,0.0,Massachusetts,63.32557454413769,30.0,1860604.0
6651,WDPRB,MA,2019,16238.0,Massachusetts,63.32557454413769,30.0,1860604.0
6652,WDTCB,MA,2019,16238.0,Massachusetts,63.32557454413769,30.0,1860604.0
6653,WSTCB,MA,2019,16923.0,Massachusetts,63.32557454413769,30.0,1860604.0
6654,WWPRB,MA,2019,33161.0,Massachusetts,63.32557454413769,30.0,1860604.0
6655,WYTCB,MA,2019,1877.0,Massachusetts,63.32557454413769,30.0,1860604.0
6656,BDFDB,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6657,BDPRP,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6658,BFFDB,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6659,BFPRP,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6660,CLPRB,MD,2019,34661.0,Maryland,56.87149823364046,73.0,1428319.0
6661,CLPRK,MD,2019,23.562,Maryland,56.87149823364046,73.0,1428319.0
6662,CLPRP,MD,2019,1471.0,Maryland,56.87149823364046,73.0,1428319.0
6663,COPRK,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6664,EMFDB,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6665,ENPRP,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6666,GETCB,MD,2019,570.0,Maryland,56.87149823364046,73.0,1428319.0
6667,HYTCB,MD,2019,19485.0,Maryland,56.87149823364046,73.0,1428319.0
6668,NCPRB,MD,2019,37802.0,Maryland,56.87149823364046,73.0,1428319.0
6669,NGMPB,MD,2019,14.0,Maryland,56.87149823364046,73.0,1428319.0
6670,NGMPK,MD,2019,1.044,Maryland,56.87149823364046,73.0,1428319.0
6671,NGMPP,MD,2019,13.0,Maryland,56.87149823364046,73.0,1428319.0
6672,NUETB,MD,2019,156765.0,Maryland,56.87149823364046,73.0,1428319.0
6673,PAPRB,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6674,PAPRP,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6675,REPRB,MD,2019,55557.0,Maryland,56.87149823364046,73.0,1428319.0
6676,SOTCB,MD,2019,13115.0,Maryland,56.87149823364046,73.0,1428319.0
6677,TEPRB,MD,2019,246996.0,Maryland,56.87149823364046,73.0,1428319.0
6678,TETCB,MD,2019,1355227.0,Maryland,56.87149823364046,73.0,1428319.0
6679,WDEXB,MD,2019,0.0,Maryland,56.87149823364046,73.0,1428319.0
6680,WDPRB,MD,2019,10199.0,Maryland,56.87149823364046,73.0,1428319.0
6681,WDTCB,MD,2019,10199.0,Maryland,56.87149823364046,73.0,1428319.0
6682,WSTCB,MD,2019,7556.0,Maryland,56.87149823364046,73.0,1428319.0
6683,WWPRB,MD,2019,17755.0,Maryland,56.87149823364046,73.0,1428319.0
6684,WYTCB,MD,2019,4633.0,Maryland,56.87149823364046,73.0,1428319.0
6685,BDFDB,ME,2019,47.0,Maine,14.42640502042025,41.0,1093090.0
6686,BDPRP,ME,2019,9.0,Maine,14.42640502042025,41.0,1093090.0
6687,BFFDB,ME,2019,47.0,Maine,14.42640502042025,41.0,1093090.0
6688,BFPRP,ME,2019,9.0,Maine,14.42640502042025,41.0,1093090.0
6689,CLPRB,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6690,CLPRK,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6691,CLPRP,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6692,COPRK,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6693,EMFDB,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6694,ENPRP,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6695,GETCB,ME,2019,72.0,Maine,14.42640502042025,41.0,1093090.0
6696,HYTCB,ME,2019,31162.0,Maine,14.42640502042025,41.0,1093090.0
6697,NCPRB,ME,2019,54339.0,Maine,14.42640502042025,41.0,1093090.0
6698,NGMPB,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6699,NGMPK,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6700,NGMPP,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6701,NUETB,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6702,PAPRB,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6703,PAPRP,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6704,REPRB,ME,2019,148456.0,Maine,14.42640502042025,41.0,1093090.0
6705,SOTCB,ME,2019,897.0,Maine,14.42640502042025,41.0,1093090.0
6706,TEPRB,ME,2019,148456.0,Maine,14.42640502042025,41.0,1093090.0
6707,TETCB,ME,2019,384261.0,Maine,14.42640502042025,41.0,1093090.0
6708,WDEXB,ME,2019,0.0,Maine,14.42640502042025,41.0,1093090.0
6709,WDPRB,ME,2019,91222.0,Maine,14.42640502042025,41.0,1093090.0
6710,WDTCB,ME,2019,91222.0,Maine,14.42640502042025,41.0,1093090.0
6711,WSTCB,ME,2019,2848.0,Maine,14.42640502042025,41.0,1093090.0
6712,WWPRB,ME,2019,94070.0,Maine,14.42640502042025,41.0,1093090.0
6713,WYTCB,ME,2019,22208.0,Maine,14.42640502042025,41.0,1093090.0
6714,BDFDB,MI,2019,1345.0,Michigan,159.2399804936876,65.0,2360732.0
6715,BDPRP,MI,2019,247.0,Michigan,159.2399804936876,65.0,2360732.0
6716,BFFDB,MI,2019,47973.0,Michigan,159.2399804936876,65.0,2360732.0
6717,BFPRP,MI,2019,8433.0,Michigan,159.2399804936876,65.0,2360732.0
6718,CLPRB,MI,2019,0.0,Michigan,159.2399804936876,65.0,2360732.0
6719,CLPRK,MI,2019,0.0,Michigan,159.2399804936876,65.0,2360732.0
6720,CLPRP,MI,2019,0.0,Michigan,159.2399804936876,65.0,2360732.0
6721,COPRK,MI,2019,5.698,Michigan,159.2399804936876,65.0,2360732.0
6722,EMFDB,MI,2019,46629.0,Michigan,159.2399804936876,65.0,2360732.0
6723,ENPRP,MI,2019,8186.0,Michigan,159.2399804936876,65.0,2360732.0
6724,GETCB,MI,2019,5193.0,Michigan,159.2399804936876,65.0,2360732.0
6725,HYTCB,MI,2019,14691.0,Michigan,159.2399804936876,65.0,2360732.0
6726,NCPRB,MI,2019,74520.0,Michigan,159.2399804936876,65.0,2360732.0
6727,NGMPB,MI,2019,90423.0,Michigan,159.2399804936876,65.0,2360732.0
6728,NGMPK,MI,2019,1.077,Michigan,159.2399804936876,65.0,2360732.0
6729,NGMPP,MI,2019,83969.0,Michigan,159.2399804936876,65.0,2360732.0
6730,NUETB,MI,2019,343639.0,Michigan,159.2399804936876,65.0,2360732.0
6731,PAPRB,MI,2019,29493.0,Michigan,159.2399804936876,65.0,2360732.0
6732,PAPRP,MI,2019,5176.0,Michigan,159.2399804936876,65.0,2360732.0
6733,REPRB,MI,2019,233688.0,Michigan,159.2399804936876,65.0,2360732.0
6734,SOTCB,MI,2019,2758.0,Michigan,159.2399804936876,65.0,2360732.0
6735,TEPRB,MI,2019,697242.0,Michigan,159.2399804936876,65.0,2360732.0
6736,TETCB,MI,2019,2880159.0,Michigan,159.2399804936876,65.0,2360732.0
6737,WDEXB,MI,2019,0.0,Michigan,159.2399804936876,65.0,2360732.0
6738,WDPRB,MI,2019,92140.0,Michigan,159.2399804936876,65.0,2360732.0
6739,WDTCB,MI,2019,92140.0,Michigan,159.2399804936876,65.0,2360732.0
6740,WSTCB,MI,2019,19054.0,Michigan,159.2399804936876,65.0,2360732.0
6741,WWPRB,MI,2019,111194.0,Michigan,159.2399804936876,65.0,2360732.0
6742,WYTCB,MI,2019,51878.0,Michigan,159.2399804936876,65.0,2360732.0
6743,BDFDB,MN,2019,9191.0,Minnesota,92.0896901281856,140.0,29572563.0
6744,BDPRP,MN,2019,1692.0,Minnesota,92.0896901281856,140.0,29572563.0
6745,BFFDB,MN,2019,180685.0,Minnesota,92.0896901281856,140.0,29572563.0
6746,BFPRP,MN,2019,31799.0,Minnesota,92.0896901281856,140.0,29572563.0
6747,CLPRB,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6748,CLPRK,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6749,CLPRP,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6750,COPRK,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6751,EMFDB,MN,2019,171494.0,Minnesota,92.0896901281856,140.0,29572563.0
6752,ENPRP,MN,2019,30107.0,Minnesota,92.0896901281856,140.0,29572563.0
6753,GETCB,MN,2019,1075.0,Minnesota,92.0896901281856,140.0,29572563.0
6754,HYTCB,MN,2019,9404.0,Minnesota,92.0896901281856,140.0,29572563.0
6755,NCPRB,MN,2019,120386.0,Minnesota,92.0896901281856,140.0,29572563.0
6756,NGMPB,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6757,NGMPK,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6758,NGMPP,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6759,NUETB,MN,2019,147280.0,Minnesota,92.0896901281856,140.0,29572563.0
6760,PAPRB,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6761,PAPRP,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6762,REPRB,MN,2019,366164.0,Minnesota,92.0896901281856,140.0,29572563.0
6763,SOTCB,MN,2019,12265.0,Minnesota,92.0896901281856,140.0,29572563.0
6764,TEPRB,MN,2019,513444.0,Minnesota,92.0896901281856,140.0,29572563.0
6765,TETCB,MN,2019,1900531.0,Minnesota,92.0896901281856,140.0,29572563.0
6766,WDEXB,MN,2019,0.0,Minnesota,92.0896901281856,140.0,29572563.0
6767,WDPRB,MN,2019,56250.0,Minnesota,92.0896901281856,140.0,29572563.0
6768,WDTCB,MN,2019,56250.0,Minnesota,92.0896901281856,140.0,29572563.0
6769,WSTCB,MN,2019,8843.0,Minnesota,92.0896901281856,140.0,29572563.0
6770,WWPRB,MN,2019,65093.0,Minnesota,92.0896901281856,140.0,29572563.0
6771,WYTCB,MN,2019,97642.0,Minnesota,92.0896901281856,140.0,29572563.0
6772,BDFDB,MO,2019,25641.0,Missouri,116.9857140022914,177.0,3478408.0
6773,BDPRP,MO,2019,4719.0,Missouri,116.9857140022914,177.0,3478408.0
6774,BFFDB,MO,2019,63218.0,Missouri,116.9857140022914,177.0,3478408.0
6775,BFPRP,MO,2019,11316.0,Missouri,116.9857140022914,177.0,3478408.0
6776,CLPRB,MO,2019,4227.0,Missouri,116.9857140022914,177.0,3478408.0
6777,CLPRK,MO,2019,22.335,Missouri,116.9857140022914,177.0,3478408.0
6778,CLPRP,MO,2019,189.0,Missouri,116.9857140022914,177.0,3478408.0
6779,COPRK,MO,2019,5.698,Missouri,116.9857140022914,177.0,3478408.0
6780,EMFDB,MO,2019,37578.0,Missouri,116.9857140022914,177.0,3478408.0
6781,ENPRP,MO,2019,6597.0,Missouri,116.9857140022914,177.0,3478408.0
6782,GETCB,MO,2019,352.0,Missouri,116.9857140022914,177.0,3478408.0
6783,HYTCB,MO,2019,19733.0,Missouri,116.9857140022914,177.0,3478408.0
6784,NCPRB,MO,2019,49069.0,Missouri,116.9857140022914,177.0,3478408.0
6785,NGMPB,MO,2019,1.0,Missouri,116.9857140022914,177.0,3478408.0
6786,NGMPK,MO,2019,1.024,Missouri,116.9857140022914,177.0,3478408.0
6787,NGMPP,MO,2019,1.0,Missouri,116.9857140022914,177.0,3478408.0
6788,NUETB,MO,2019,95961.0,Missouri,116.9857140022914,177.0,3478408.0
6789,PAPRB,MO,2019,484.0,Missouri,116.9857140022914,177.0,3478408.0
6790,PAPRP,MO,2019,85.0,Missouri,116.9857140022914,177.0,3478408.0
6791,REPRB,MO,2019,140354.0,Missouri,116.9857140022914,177.0,3478408.0
6792,SOTCB,MO,2019,3534.0,Missouri,116.9857140022914,177.0,3478408.0
6793,TEPRB,MO,2019,241027.0,Missouri,116.9857140022914,177.0,3478408.0
6794,TETCB,MO,2019,1805708.0,Missouri,116.9857140022914,177.0,3478408.0
6795,WDEXB,MO,2019,0.0,Missouri,116.9857140022914,177.0,3478408.0
6796,WDPRB,MO,2019,24120.0,Missouri,116.9857140022914,177.0,3478408.0
6797,WDTCB,MO,2019,24120.0,Missouri,116.9857140022914,177.0,3478408.0
6798,WSTCB,MO,2019,3946.0,Missouri,116.9857140022914,177.0,3478408.0
6799,WWPRB,MO,2019,28066.0,Missouri,116.9857140022914,177.0,3478408.0
6800,WYTCB,MO,2019,25450.0,Missouri,116.9857140022914,177.0,3478408.0
6801,BDFDB,MS,2019,5811.0,Mississippi,62.54458801716217,269.0,2609443.0
6802,BDPRP,MS,2019,1070.0,Mississippi,62.54458801716217,269.0,2609443.0
6803,BFFDB,MS,2019,5811.0,Mississippi,62.54458801716217,269.0,2609443.0
6804,BFPRP,MS,2019,1070.0,Mississippi,62.54458801716217,269.0,2609443.0
6805,CLPRB,MS,2019,28423.0,Mississippi,62.54458801716217,269.0,2609443.0
6806,CLPRK,MS,2019,10.537,Mississippi,62.54458801716217,269.0,2609443.0
6807,CLPRP,MS,2019,2697.0,Mississippi,62.54458801716217,269.0,2609443.0
6808,COPRK,MS,2019,5.698,Mississippi,62.54458801716217,269.0,2609443.0
6809,EMFDB,MS,2019,0.0,Mississippi,62.54458801716217,269.0,2609443.0
6810,ENPRP,MS,2019,0.0,Mississippi,62.54458801716217,269.0,2609443.0
6811,GETCB,MS,2019,958.0,Mississippi,62.54458801716217,269.0,2609443.0
6812,HYTCB,MS,2019,0.0,Mississippi,62.54458801716217,269.0,2609443.0
6813,NCPRB,MS,2019,3966.0,Mississippi,62.54458801716217,269.0,2609443.0
6814,NGMPB,MS,2019,34280.0,Mississippi,62.54458801716217,269.0,2609443.0
6815,NGMPK,MS,2019,1.029,Mississippi,62.54458801716217,269.0,2609443.0
6816,NGMPP,MS,2019,33307.0,Mississippi,62.54458801716217,269.0,2609443.0
6817,NUETB,MS,2019,115202.0,Mississippi,62.54458801716217,269.0,2609443.0
6818,PAPRB,MS,2019,96171.0,Mississippi,62.54458801716217,269.0,2609443.0
6819,PAPRP,MS,2019,16878.0,Mississippi,62.54458801716217,269.0,2609443.0
6820,REPRB,MS,2019,66401.0,Mississippi,62.54458801716217,269.0,2609443.0
6821,SOTCB,MS,2019,3007.0,Mississippi,62.54458801716217,269.0,2609443.0
6822,TEPRB,MS,2019,340476.0,Mississippi,62.54458801716217,269.0,2609443.0
6823,TETCB,MS,2019,1093230.0,Mississippi,62.54458801716217,269.0,2609443.0
6824,WDEXB,MS,2019,8278.0,Mississippi,62.54458801716217,269.0,2609443.0
6825,WDPRB,MS,2019,55062.0,Mississippi,62.54458801716217,269.0,2609443.0
6826,WDTCB,MS,2019,46784.0,Mississippi,62.54458801716217,269.0,2609443.0
6827,WSTCB,MS,2019,1563.0,Mississippi,62.54458801716217,269.0,2609443.0
6828,WWPRB,MS,2019,56625.0,Mississippi,62.54458801716217,269.0,2609443.0
6829,WYTCB,MS,2019,0.0,Mississippi,62.54458801716217,269.0,2609443.0
6830,BDFDB,MT,2019,1.0,Montana,32.28539514991418,61.0,618074.0
6831,BDPRP,MT,2019,0.0,Montana,32.28539514991418,61.0,618074.0
6832,BFFDB,MT,2019,1.0,Montana,32.28539514991418,61.0,618074.0
6833,BFPRP,MT,2019,0.0,Montana,32.28539514991418,61.0,618074.0
6834,CLPRB,MT,2019,608890.0,Montana,32.28539514991418,61.0,618074.0
6835,CLPRK,MT,2019,17.666,Montana,32.28539514991418,61.0,618074.0
6836,CLPRP,MT,2019,34468.0,Montana,32.28539514991418,61.0,618074.0
6837,COPRK,MT,2019,5.698,Montana,32.28539514991418,61.0,618074.0
6838,EMFDB,MT,2019,0.0,Montana,32.28539514991418,61.0,618074.0
6839,ENPRP,MT,2019,0.0,Montana,32.28539514991418,61.0,618074.0
6840,GETCB,MT,2019,337.0,Montana,32.28539514991418,61.0,618074.0
6841,HYTCB,MT,2019,89090.0,Montana,32.28539514991418,61.0,618074.0
6842,NCPRB,MT,2019,111051.0,Montana,32.28539514991418,61.0,618074.0
6843,NGMPB,MT,2019,47967.0,Montana,32.28539514991418,61.0,618074.0
6844,NGMPK,MT,2019,1.102,Montana,32.28539514991418,61.0,618074.0
6845,NGMPP,MT,2019,43534.0,Montana,32.28539514991418,61.0,618074.0
6846,NUETB,MT,2019,0.0,Montana,32.28539514991418,61.0,618074.0
6847,PAPRB,MT,2019,130946.0,Montana,32.28539514991418,61.0,618074.0
6848,PAPRP,MT,2019,22981.0,Montana,32.28539514991418,61.0,618074.0
6849,REPRB,MT,2019,129217.0,Montana,32.28539514991418,61.0,618074.0
6850,SOTCB,MT,2019,489.0,Montana,32.28539514991418,61.0,618074.0
6851,TEPRB,MT,2019,917020.0,Montana,32.28539514991418,61.0,618074.0
6852,TETCB,MT,2019,445912.0,Montana,32.28539514991418,61.0,618074.0
6853,WDEXB,MT,2019,0.0,Montana,32.28539514991418,61.0,618074.0
6854,WDPRB,MT,2019,17772.0,Montana,32.28539514991418,61.0,618074.0
6855,WDTCB,MT,2019,17772.0,Montana,32.28539514991418,61.0,618074.0
6856,WSTCB,MT,2019,393.0,Montana,32.28539514991418,61.0,618074.0
6857,WWPRB,MT,2019,18165.0,Montana,32.28539514991418,61.0,618074.0
6858,WYTCB,MT,2019,21135.0,Montana,32.28539514991418,61.0,618074.0
6859,BDFDB,NC,2019,188.0,North Carolina,122.6043033802111,115.0,126884709.0
6860,BDPRP,NC,2019,35.0,North Carolina,122.6043033802111,115.0,126884709.0
6861,BFFDB,NC,2019,188.0,North Carolina,122.6043033802111,115.0,126884709.0
6862,BFPRP,NC,2019,35.0,North Carolina,122.6043033802111,115.0,126884709.0
6863,CLPRB,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6864,CLPRK,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6865,CLPRP,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6866,COPRK,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6867,EMFDB,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6868,ENPRP,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6869,GETCB,NC,2019,967.0,North Carolina,122.6043033802111,115.0,126884709.0
6870,HYTCB,NC,2019,55084.0,North Carolina,122.6043033802111,115.0,126884709.0
6871,NCPRB,NC,2019,129772.0,North Carolina,122.6043033802111,115.0,126884709.0
6872,NGMPB,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6873,NGMPK,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6874,NGMPP,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6875,NUETB,NC,2019,437683.0,North Carolina,122.6043033802111,115.0,126884709.0
6876,PAPRB,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6877,PAPRP,NC,2019,0.0,North Carolina,122.6043033802111,115.0,126884709.0
6878,REPRB,NC,2019,254022.0,North Carolina,122.6043033802111,115.0,126884709.0
6879,SOTCB,NC,2019,69062.0,North Carolina,122.6043033802111,115.0,126884709.0
6880,TEPRB,NC,2019,691705.0,North Carolina,122.6043033802111,115.0,126884709.0
6881,TETCB,NC,2019,2656262.0,North Carolina,122.6043033802111,115.0,126884709.0
6882,WDEXB,NC,2019,19912.0,North Carolina,122.6043033802111,115.0,126884709.0
6883,WDPRB,NC,2019,113628.0,North Carolina,122.6043033802111,115.0,126884709.0
6884,WDTCB,NC,2019,93716.0,North Carolina,122.6043033802111,115.0,126884709.0
6885,WSTCB,NC,2019,10433.0,North Carolina,122.6043033802111,115.0,126884709.0
6886,WWPRB,NC,2019,124061.0,North Carolina,122.6043033802111,115.0,126884709.0
6887,WYTCB,NC,2019,4659.0,North Carolina,122.6043033802111,115.0,126884709.0
6888,BDFDB,ND,2019,9718.0,North Dakota,57.152888706801,18.0,759349.0
6889,BDPRP,ND,2019,1789.0,North Dakota,57.152888706801,18.0,759349.0
6890,BFFDB,ND,2019,80390.0,North Dakota,57.152888706801,18.0,759349.0
6891,BFPRP,ND,2019,14196.0,North Dakota,57.152888706801,18.0,759349.0
6892,CLPRB,ND,2019,361946.0,North Dakota,57.152888706801,18.0,759349.0
6893,CLPRK,ND,2019,13.407,North Dakota,57.152888706801,18.0,759349.0
6894,CLPRP,ND,2019,26997.0,North Dakota,57.152888706801,18.0,759349.0
6895,COPRK,ND,2019,5.698,North Dakota,57.152888706801,18.0,759349.0
6896,EMFDB,ND,2019,70672.0,North Dakota,57.152888706801,18.0,759349.0
6897,ENPRP,ND,2019,12407.0,North Dakota,57.152888706801,18.0,759349.0
6898,GETCB,ND,2019,978.0,North Dakota,57.152888706801,18.0,759349.0
6899,HYTCB,ND,2019,28312.0,North Dakota,57.152888706801,18.0,759349.0
6900,NCPRB,ND,2019,129152.0,North Dakota,57.152888706801,18.0,759349.0
6901,NGMPB,ND,2019,1187235.0,North Dakota,57.152888706801,18.0,759349.0
6902,NGMPK,ND,2019,1.395,North Dakota,57.152888706801,18.0,759349.0
6903,NGMPP,ND,2019,850826.0,North Dakota,57.152888706801,18.0,759349.0
6904,NUETB,ND,2019,0.0,North Dakota,57.152888706801,18.0,759349.0
6905,PAPRB,ND,2019,2949752.0,North Dakota,57.152888706801,18.0,759349.0
6906,PAPRP,ND,2019,517682.0,North Dakota,57.152888706801,18.0,759349.0
6907,REPRB,ND,2019,211395.0,North Dakota,57.152888706801,18.0,759349.0
6908,SOTCB,ND,2019,11.0,North Dakota,57.152888706801,18.0,759349.0
6909,TEPRB,ND,2019,4710328.0,North Dakota,57.152888706801,18.0,759349.0
6910,TETCB,ND,2019,683875.0,North Dakota,57.152888706801,18.0,759349.0
6911,WDEXB,ND,2019,0.0,North Dakota,57.152888706801,18.0,759349.0
6912,WDPRB,ND,2019,839.0,North Dakota,57.152888706801,18.0,759349.0
6913,WDTCB,ND,2019,839.0,North Dakota,57.152888706801,18.0,759349.0
6914,WSTCB,ND,2019,1014.0,North Dakota,57.152888706801,18.0,759349.0
6915,WWPRB,ND,2019,1853.0,North Dakota,57.152888706801,18.0,759349.0
6916,WYTCB,ND,2019,99852.0,North Dakota,57.152888706801,18.0,759349.0
6917,BDFDB,NE,2019,3159.0,Nebraska,50.47008377405448,206.0,2293019.0
6918,BDPRP,NE,2019,581.0,Nebraska,50.47008377405448,206.0,2293019.0
6919,BFFDB,NE,2019,288633.0,Nebraska,50.47008377405448,206.0,2293019.0
6920,BFPRP,NE,2019,50698.0,Nebraska,50.47008377405448,206.0,2293019.0
6921,CLPRB,NE,2019,0.0,Nebraska,50.47008377405448,206.0,2293019.0
6922,CLPRK,NE,2019,0.0,Nebraska,50.47008377405448,206.0,2293019.0
6923,CLPRP,NE,2019,0.0,Nebraska,50.47008377405448,206.0,2293019.0
6924,COPRK,NE,2019,5.698,Nebraska,50.47008377405448,206.0,2293019.0
6925,EMFDB,NE,2019,285474.0,Nebraska,50.47008377405448,206.0,2293019.0
6926,ENPRP,NE,2019,50117.0,Nebraska,50.47008377405448,206.0,2293019.0
6927,GETCB,NE,2019,1212.0,Nebraska,50.47008377405448,206.0,2293019.0
6928,HYTCB,NE,2019,11935.0,Nebraska,50.47008377405448,206.0,2293019.0
6929,NCPRB,NE,2019,77807.0,Nebraska,50.47008377405448,206.0,2293019.0
6930,NGMPB,NE,2019,411.0,Nebraska,50.47008377405448,206.0,2293019.0
6931,NGMPK,NE,2019,1.07,Nebraska,50.47008377405448,206.0,2293019.0
6932,NGMPP,NE,2019,384.0,Nebraska,50.47008377405448,206.0,2293019.0
6933,NUETB,NE,2019,72589.0,Nebraska,50.47008377405448,206.0,2293019.0
6934,PAPRB,NE,2019,10883.0,Nebraska,50.47008377405448,206.0,2293019.0
6935,PAPRP,NE,2019,1910.0,Nebraska,50.47008377405448,206.0,2293019.0
